"";"classe 1";"classe 2";"classe 3"
"heterogeneidade";-0,002;-0,016;0,034
"hemeroteca";-1,587;1,144;0,034
"hashtags";-1,587;-0,016;2,141
"has";1,366;-0,016;-1,199
"hardcore";-1,587;5,137;-1,199
"han";-1,587;1,144;0,034
"habitante";-1,587;5,137;-1,199
"gás";-0,002;1,144;-1,199
"greimasiana";-1,587;5,137;-1,199
"gravidade";-1,587;1,144;0,034
"grafia";-0,002;-0,016;0,034
"gps";-1,587;-0,016;2,141
"governança";-1,587;5,137;-1,199
"gosto";-0,002;1,144;-1,199
"gonçalves";5,679;-1,754;-1,199
"golpista";-0,002;1,144;-1,199
"golpismo";-1,587;5,137;-1,199
"globalizar";1,366;-0,016;-1,199
"gilda";-1,587;1,144;0,034
"gil";-1,587;-1,754;7,52
"gerenciar";-0,002;1,144;-1,199
"geralmente";-0,002;1,144;-1,199
"geogebra";-0,002;-1,754;2,141
"genérico";-0,002;1,144;-1,199
"genuíno";-1,587;5,137;-1,199
"garantido";-0,002;1,144;-1,199
"game";-1,587;-0,016;2,141
"gambiarra";-1,587;5,137;-1,199
"fórmula";-1,587;1,144;0,034
"fuzzy";-1,587;-0,016;2,141
"fusão";-1,587;5,137;-1,199
"fraude";-1,587;1,144;0,034
"franco";-1,587;-1,754;7,52
"fragmento";-1,587;-1,754;7,52
"fossar";-0,002;-0,016;0,034
"focalizar";-0,002;1,144;-1,199
"fn";-1,587;1,144;0,034
"floresta";-1,587;1,144;0,034
"flexível";-1,587;1,144;0,034
"fixo";-1,587;1,144;0,034
"fisioterapêutica";1,366;-0,016;-1,199
"fiscal";-0,002;1,144;-1,199
"filiação";-1,587;-1,754;7,52
"filatélico";-1,587;-1,754;7,52
"ficcional";-1,587;1,144;0,034
"fenomenologia";-0,002;-0,016;0,034
"famoso";-1,587;-0,016;2,141
"famfs";-1,587;1,144;0,034
"facilitação";-0,002;-0,016;0,034
"facilitado";-1,587;1,144;0,034
"extraordinário";-0,002;-0,016;0,034
"exterior";-1,587;-0,016;2,141
"explicação";-0,002;1,144;-1,199
"explicativo";-1,587;-1,754;7,52
"experimentado";-1,587;5,137;-1,199
"exibição";-1,587;1,144;0,034
"excessivo";-0,002;-0,016;0,034
"ex";-0,002;-0,016;0,034
"evocar";-1,587;1,144;0,034
"eventual";-1,587;5,137;-1,199
"eurocentrismo";-0,002;1,144;-1,199
"estreito";-0,002;-0,016;0,034
"estimulação";5,679;-1,754;-1,199
"estigmatização";-0,002;1,144;-1,199
"estatisticamente";-1,587;5,137;-1,199
"estabilidade";-1,587;5,137;-1,199
"esquecimento";-1,587;1,144;0,034
"especificar";-0,002;-0,016;0,034
"especialidade";-0,002;-0,016;0,034
"escolarização";-0,002;1,144;-1,199
"equilíbrio";5,679;-1,754;-1,199
"ept";-0,002;-0,016;0,034
"episódio";-1,587;1,144;0,034
"enxergar";-1,587;5,137;-1,199
"enunciação";-1,587;1,144;0,034
"entrevistar";1,366;-1,754;0,034
"ensaístico";-1,587;5,137;-1,199
"enquadrar";-1,587;-0,016;2,141
"engajadora";5,679;-1,754;-1,199
"enfim";-1,587;5,137;-1,199
"enfermagem";1,366;-1,754;0,034
"empires";-1,587;5,137;-1,199
"emissão";-1,587;1,144;0,034
"emissor";-0,002;1,144;-1,199
"emblemático";-1,587;5,137;-1,199
"emancipatórios";-1,587;1,144;0,034
"eduardo";-1,587;-1,754;7,52
"ecológico";-0,002;1,144;-1,199
"dúvida";1,366;-0,016;-1,199
"déficit";-0,002;1,144;-1,199
"doutrinário";-1,587;-0,016;2,141
"dooly";1,366;-0,016;-1,199
"domiciliar";5,679;-1,754;-1,199
"dm";1,366;-0,016;-1,199
"diversificar";5,679;-1,754;-1,199
"distorção";-0,002;1,144;-1,199
"disparidade";1,366;-0,016;-1,199
"disfunção";1,366;-1,754;0,034
"discorrer";-0,002;-0,016;0,034
"difundir";-0,002;-0,016;0,034
"diferenciar";-0,002;-0,016;0,034
"diferencial";5,679;-1,754;-1,199
"dicotomia";-0,002;-0,016;0,034
"determinante";-1,587;5,137;-1,199
"detalhar";-1,587;1,144;0,034
"desvelar";-1,587;1,144;0,034
"despontar";-0,002;-0,016;0,034
"desigual";-1,587;5,137;-1,199
"designação";-1,587;5,137;-1,199
"desemprego";-1,587;5,137;-1,199
"desdobrar";-0,002;-1,754;2,141
"descentralização";-1,587;1,144;0,034
"descentralizado";-0,002;-0,016;0,034
"dependente";-1,587;5,137;-1,199
"dentista";1,366;-0,016;-1,199
"demonstração";-0,002;-0,016;0,034
"demarcar";-1,587;1,144;0,034
"delineamento";-0,002;-0,016;0,034
"definitivamente";-0,002;1,144;-1,199
"deborah";-1,587;5,137;-1,199
"debatedor";-1,587;-1,754;7,52
"círio";-1,587;-1,754;7,52
"cão";-1,587;-0,016;2,141
"cunha";1,366;-0,016;-1,199
"criticidade";-1,587;1,144;0,034
"criterioso";-0,002;-0,016;0,034
"cristina";-0,002;-1,754;2,141
"criminal";-1,587;-0,016;2,141
"couret";-1,587;5,137;-1,199
"counter";-0,002;1,144;-1,199
"cota";-0,002;1,144;-1,199
"costume";-1,587;1,144;0,034
"corroborar";-0,002;-0,016;0,034
"correspondência";-0,002;-0,016;0,034
"corporação";-0,002;-0,016;0,034
"contraponto";-1,587;-0,016;2,141
"constelação";-1,587;5,137;-1,199
"consenso";-0,002;-0,016;0,034
"conselheiro";1,366;-0,016;-1,199
"conscientizar";-1,587;5,137;-1,199
"consagrar";-1,587;1,144;0,034
"confronto";-1,587;1,144;0,034
"conformar";-1,587;-1,754;7,52
"confluência";-1,587;1,144;0,034
"conferência";-1,587;-1,754;7,52
"condenatório";-1,587;5,137;-1,199
"concluimos";-0,002;-0,016;0,034
"conceder";-1,587;-0,016;2,141
"comunicacionais";-1,587;5,137;-1,199
"comprimento";-1,587;1,144;0,034
"composicional";-1,587;1,144;0,034
"complicação";5,679;-1,754;-1,199
"comissão";-1,587;-1,754;7,52
"comercialização";-1,587;1,144;0,034
"comemorativo";-1,587;-1,754;7,52
"colégio";-1,587;-1,754;7,52
"colonialista";1,366;-0,016;-1,199
"coletividade";-1,587;5,137;-1,199
"coletivamente";-1,587;5,137;-1,199
"colapso";-0,002;1,144;-1,199
"cobrir";-1,587;1,144;0,034
"co";-1,587;1,144;0,034
"cliente";-1,587;5,137;-1,199
"classificado";-1,587;-0,016;2,141
"cirurgião";1,366;-0,016;-1,199
"cimplifica";-1,587;-0,016;2,141
"cigarro";-0,002;-0,016;0,034
"cerrado";-0,002;-0,016;0,034
"cerne";-1,587;-0,016;2,141
"cdc";-0,002;1,144;-1,199
"caótico";-1,587;1,144;0,034
"castro";-1,587;-1,754;7,52
"castells";-1,587;-0,016;2,141
"carência";1,366;-0,016;-1,199
"carteira";-1,587;1,144;0,034
"carta";-1,587;-0,016;2,141
"capacitado";5,679;-1,754;-1,199
"candidatura";-1,587;-0,016;2,141
"camponês";-0,002;-0,016;0,034
"camargo";-0,002;-0,016;0,034
"calcular";-1,587;-0,016;2,141
"calcificar";-1,587;-1,754;7,52
"cadeia";-1,587;1,144;0,034
"brasília";-0,002;-0,016;0,034
"bourdieu";-1,587;1,144;0,034
"bonito";-1,587;5,137;-1,199
"bolsonarismo";-1,587;5,137;-1,199
"bojo";-0,002;-0,016;0,034
"blockchain";-0,002;-0,016;0,034
"bird";-1,587;5,137;-1,199
"bioética";5,679;-1,754;-1,199
"benjamin";-1,587;5,137;-1,199
"belo";-1,587;-0,016;2,141
"bastar";-0,002;1,144;-1,199
"barcelona";-1,587;-1,754;7,52
"bakhtiniana";-1,587;5,137;-1,199
"avaliativo";1,366;-1,754;0,034
"autoritário";-1,587;1,144;0,034
"automatizar";-1,587;1,144;0,034
"autocuidado";1,366;-1,754;0,034
"autismo";-0,002;-1,754;2,141
"atributo";-1,587;-0,016;2,141
"atrelar";-1,587;-0,016;2,141
"atraves";-1,587;-0,016;2,141
"atitude";-1,587;5,137;-1,199
"assolar";-0,002;1,144;-1,199
"association";-1,587;-1,754;7,52
"article";-1,587;-1,754;7,52
"artesanal";-1,587;5,137;-1,199
"arquivística";-1,587;-1,754;7,52
"arma";-1,587;1,144;0,034
"arendt";-1,587;5,137;-1,199
"aproximado";-0,002;-0,016;0,034
"aproximadamente";-0,002;-0,016;0,034
"aprovação";-0,002;1,144;-1,199
"aprovar";1,366;-0,016;-1,199
"apreensão";5,679;-1,754;-1,199
"aparecimento";-0,002;1,144;-1,199
"antónio";-1,587;-1,754;7,52
"antártica";-0,002;-0,016;0,034
"antropólogo";-1,587;5,137;-1,199
"antropológico";-1,587;5,137;-1,199
"antecipado";-1,587;1,144;0,034
"andré";-0,002;-0,016;0,034
"ancestral";-0,002;1,144;-1,199
"analogia";-1,587;5,137;-1,199
"analisá";-1,587;5,137;-1,199
"amenizar";1,366;-0,016;-1,199
"altamente";1,366;-0,016;-1,199
"ali";-1,587;1,144;0,034
"algodão";-1,587;-1,754;7,52
"alertar";-1,587;5,137;-1,199
"alemão";-1,587;1,144;0,034
"alarmante";-0,002;-0,016;0,034
"agradecer";-1,587;-1,754;7,52
"agostinho";5,679;-1,754;-1,199
"advogar";-1,587;-0,016;2,141
"adorno";-1,587;5,137;-1,199
"administrar";-1,587;-0,016;2,141
"adicional";1,366;-1,754;0,034
"adentrar";-0,002;-0,016;0,034
"adaptativo";5,679;-1,754;-1,199
"acolhimento";1,366;-0,016;-1,199
"acima";-1,587;5,137;-1,199
"achado";1,366;-1,754;0,034
"academic";-1,587;-1,754;7,52
"abusivo";1,366;-0,016;-1,199
"abstrato";-1,587;5,137;-1,199
"abrigar";-1,587;1,144;0,034
"de";2,808;-7,661;1,422
"a";9,785;7,533;-38,78
"em";3,586;-0,8;-1,079
"o";34,738;-3,396;-17,97
"que";15,064;4,855;-41,504
"para";77,991;-42,227;-5,564
"ser";1,245;2,1;-7,419
"como";-0,842;0,844;0
"por";-7,42;7,144;0
"uma";0,171;-2,971;1,976
"com";1,375;-2,141;0,108
"se";-0,449;7,874;-5,253
"um";-0,231;0,097;0,03
"sobre";-2,032;2,798;-0,082
"ir";-0,15;-31,802;41,396
"ao";7,132;0,665;-13,573
"sua";-0,885;4,729;-1,776
"ter";14,694;-4,453;-3,179
"este";0,867;-0,045;-0,57
"mais";0,306;0,055;-0,694
"poder";35,442;-0,417;-31,14
"trabalho";-6,129;-1,113;13,947
"entre";-34,835;15,167;4,225
"não";-0,594;29,029;-24,453
"seu";-5,186;14,469;-2,774
"fazer";-1,995;1,96;0
"estar";1,093;0,374;-3,079
"outro";-1,459;1,963;-0,051
"essa";19,209;-0,629;-14,206
"qual";3,04;-0,002;-3,197
"esse";-0,915;1,896;-0,215
"todo";38,201;-8,195;-11,913
"parte";-8,625;0,327;6,162
"fim";-0,769;-0,059;1,399
"haver";3,884;-0,015;-3,791
"ele";-0,003;5,868;-6,425
"tal";-2,744;3,5;-0,065
"tanto";-2,168;0,888;0,296
"tempo";-0,573;9,245;-6,008
"esta";-5,703;-0,059;7,697
"estado";-8,712;7,09;0,07
"primeiro";-10,611;3,357;2,171
"quanto";0,003;-0,151;0,125
"19";27,147;-6,653;-7,464
"dois";-21,793;0,136;20,455
"2020";-1,855;0,737;0,268
"cada";0,116;1,427;-2,675
"desde";-6,962;4,785;0,195
"isso";-2,341;3,658;-0,187
"saber";15,041;-2,32;-6,039
"durante";14,842;-0,798;-9,63
"apontar";2,042;0,258;-4,194
"algum";-0,675;2,578;-0,723
"nossa";0;-0,012;0,017
"alguma";0,019;2,439;-3,286
"sem";-1,235;6,455;-2,385
"segundo";-7,356;8,972;-0,118
"ela";-2,068;0,557;0,514
"ver";-1,903;2,518;-0,059
"tipo";-6,245;6,652;-0,015
"após";-2,139;1,221;0,129
"1";-5,212;1,143;1,594
"último";0;-0,381;0,413
"nosso";0,385;1,368;-3,624
"2013";-0,922;-2,714;7,682
"você";41,005;-8,312;-13,428
"2018";-9,329;-0,318;14,59
"sob";-8,629;2,247;2,228
"três";-6,858;2,247;1,338
"valor";0,262;1,454;-3,339
"2";-0,153;0,449;-0,092
"2019";-7,101;-0,017;8,67
"1980";3,389;-4,557;0,117
"apesar";4,854;-0,213;-3,339
"2021";-0,023;-0,619;1,001
"maioria";3,054;-1,892;-0,137
"caminho";-0,155;4,593;-3,514
"dizer";1,198;-1,957;0,117
"aquele";2,842;-0,18;-1,748
"2015";-1,691;-1,356;6,832
"2009";-0,337;-6,788;11,53
"2001";-4,238;0,001;4,536
"pouco";3,583;-0,147;-2,508
"2017";-8,566;-0,287;13,363
"s";0,326;0,547;-1,938
"2008";0,015;-1,657;1,549
"trabalhar";-1,145;1,103;0
"2016";-2,018;0,237;0,952
"2010";-1,312;-0,001;1,549
"usar";-2,365;-0,853;6,795
"2003";-3,169;0,348;1,549
"vário";-0,313;1,784;-0,702
"si";-6,853;17,012;-2,722
"quatro";-6,216;-0,019;7,682
"2014";-4,169;-1,068;10,594
"qualquer";-1,375;1,635;-0,017
"povo";-1,89;12,544;-5,459
"muita";-5,86;3,722;0,239
"contra";-5,37;19,99;-5,459
"2012";0,148;-5,159;4,087
"p";-0,224;2,477;-1,398
"ambos";-5,37;2,834;0,412
"2007";-7,254;-5,697;29,024
"2006";-0,37;-0,098;0,951
"10";-1,075;-0,417;3,175
"cujo";-2,981;-0,231;5,437
"5";-0,01;-0,082;0,17
"n";-0,417;-0,675;2,428
"iniciar";-6,735;4,559;0,204
"i";0,148;0,031;-0,353
"3";-3,929;5,677;-0,21
"2023";0,06;0,003;-0,098
"somente";-6,216;-0,019;7,682
"isto";-2,197;1,351;0,102
"cuja";-0,922;0,135;0,383
"2002";0,03;-4,684;4,536
"2004";8,289;-2,269;-2,025
"4";-4,676;-0,008;5,64
"2022";-0,01;-0,082;0,17
"2011";-0,489;-0,065;1,018
"tentar";-7,427;7,202;0
"1988";-3,666;7,511;-0,831
"mil";-2,647;1,149;0,323
"mediante";12,644;-4,215;-2,408
"terceiro";-3,169;0,348;1,549
"me";-2,197;-0,049;3,23
"lhe";10,878;-3,66;-2,045
"consigo";-0,002;-0,016;0,034
"80";7,094;-0,438;-4,404
"1995";-1,587;5,137;-1,199
"quem";-0,609;3,437;-1,343
"cinco";-4,769;-2,574;16,115
"9";0,388;-2,574;1,12
"8";-0,609;0,221;0,102
"6";-0,006;-0,833;1,12
"2005";-4,769;3,437;0,102
"1998";-0,006;1,351;-1,343
"11";-0,609;-0,049;1,12
"0";-2,117;2,499;-0,024
"pegar";15,163;-4,684;-3,2
"minha";0,03;0,001;-0,049
"hem";-3,177;-3,512;15,052
"décimo";15,163;-4,684;-3,2
"dez";-4,238;0,001;4,536
"d";-1,728;0,592;0,316
"aquilo";-1,728;0,592;0,316
"50";-2,647;-2,926;12,54
"30";-4,238;-0,486;8,488
"x";-3,177;5,569;-0,415
"nós";0,212;0,107;-0,698
"g";-2,117;6,852;-1,599
"2024";0,212;-4,098;2,815
"2000";-0,112;-4,098;6,328
"vinte";-0,004;-3,512;4,285
"l";-1,587;-0,016;2,141
"b";-0,004;-3,512;4,285
"aquela";-0,004;0,444;-0,415
"7";2,734;-3,512;0,068
"32";-0,853;0,444;0,068
"1990";-3,177;-1,055;8,85
"1970";-3,177;5,569;-0,415
"1964";-3,177;10,283;-2,399
"18";-0,471;-0,613;2,431
"12";-0,853;0,444;0,068
"03";-2,647;1,149;0,323
"verdadeiro";1,429;0,021;-1,999
"verdade";-2,647;3,998;-0,179
"v";-2,647;1,149;0,323
"nome";-2,647;1,149;0,323
"nenhum";-2,647;3,998;-0,179
"meu";-2,647;0,021;2,431
"in";-0,471;-0,613;2,431
"64";-2,647;-0,613;6,503
"26";-0,471;-2,926;6,503
"21";-2,647;3,998;-0,179
"20";-0,471;-0,613;2,431
"1999";-2,117;2,499;-0,024
"1977";-2,117;-0,243;4,24
"16";-2,647;0,021;2,431
"120";-2,647;-0,613;6,503
"100";-0,002;-0,016;0,034
"y";-1,587;-1,754;7,52
"r";-1,587;-0,016;2,141
"m";-1,587;-1,754;7,52
"cima";-0,163;0,296;-0,024
"92";-2,117;-2,34;10,029
"639";-2,117;6,852;-1,599
"60";-1,587;-0,016;2,141
"52";-2,117;0,296;0,905
"42";-0,163;-2,34;4,24
"40";-1,587;-1,754;7,52
"22";-0,163;-0,243;0,905
"1997";-1,587;1,144;0,034
"1996";-0,163;-0,243;0,905
"1985";-2,117;6,852;-1,599
"1982";-0,163;0,296;-0,024
"1960";-2,117;-0,243;4,24
"1896";-2,117;6,852;-1,599
"000";-1,587;-1,754;7,52
"ó";-0,002;1,144;-1,199
"sete";-1,587;-0,016;2,141
"seis";-0,002;1,144;-1,199
"ninguém";-0,002;1,144;-1,199
"c";-0,002;-0,016;0,034
"ante";-1,587;1,144;0,034
"69";-0,002;1,144;-1,199
"48";-1,587;-0,016;2,141
"33";-0,002;-1,754;2,141
"27";-1,587;-1,754;7,52
"24";5,679;-1,754;-1,199
"1983";-1,587;1,144;0,034
"1930";-1,587;-0,016;2,141
"1918";-1,587;1,144;0,034
"15";-0,002;-1,754;2,141
"13";1,366;-1,754;0,034
"108";-1,587;-0,016;2,141
"*HDLENS2014";-20,09;17,213;0,083
"*HDLENS2015";-6,143;3,234;0,475
"*HDLENS2016";-44,371;18,004;6,163
"*HDLENS2017";-39,281;12,831;7,697
"*HDLENS2018";-21,687;0,972;14,837
"*HDLENS2019";-55,843;-1,283;82,475
"*HDLENS2020";-61,731;0,672;54,756
"*HDLENS2021";-19,611;19,83;-0,009
"*HDLENS2022";-2,149;-0,011;2,741
"*HDLENS2023";225,94;-27,838;-103,94
"*HDLENS2024";41,485;-4,258;-20,972
