"";"X.HDLENS2014";"X.HDLENS2015";"X.HDLENS2016";"X.HDLENS2017";"X.HDLENS2018";"X.HDLENS2019";"X.HDLENS2020";"X.HDLENS2021";"X.HDLENS2022";"X.HDLENS2023";"X.HDLENS2024"
"afeto";0;0;0;0;0;0,22;0;0,1;0,07;0,11;0,2
"educandos";0;0;0;0;0;0,22;0,11;0,21;0,27;0,63;0
"gamificação";0;0;0;0;0;0,22;0;0;0,07;0,18;0,2
"útil";0;0;0;0;0;0,22;0,34;0;0,27;0,02;0
"setor";0;0;0;0;0;0,11;0;0,21;0,47;0,06;0,2
"engajado";0;0;0;0;0;0,11;0,11;0;0;0,17;0
"sustentável";0;0;0;0;0;0,11;0;0,1;0;0,11;0,46
"despertar";0;0;0;0;0;0,11;0;0,21;0;0,35;0,1
"compromisso";0;0;0;0;0;0,22;0,34;0,31;0;0,06;0,05
"sustentabilidade";0;0;0;0;0;0,54;0;0,1;0,07;0,06;0,1
"socioeconômico";0;0;0;0;0;0,11;0;0,21;0,07;0,09;0,05
"presencial";0;0;0;0;0;0,11;0,11;0,1;0,75;0,2;0,41
"ead";0;0;0;0;0;0,11;0;0;0,2;0,02;0,71
"promoção";0;0;0;0;0;0,22;0,11;0,1;0,14;0,17;0,66
"parceria";0;0;0;0;0;0,22;0,11;0;0,14;0,22;0,1
"estímulo";0;0;0;0;0;0,11;0;0,1;0;0,17;0
"prazo";0;0;0;0;0;0,22;0,11;0;0;0,04;0,25
"esforço";0;0;0;0;0;0,22;0,34;0,1;0,07;0,06;0,1
"silva";0;0;0;0;0;0,22;0;0,1;0,07;1,23;0,15
"amp";0;0;0;0;0;0,11;0;0,41;0,07;0;0,3
"pereira";0;0;0;0;0;0,11;0;0;0;0,2;0
"reunir";0;0;0;0;0;0,75;0,11;0,21;0,14;0,09;0,05
"idade";0;0;0;0;0;0,22;0;0;0,07;0,07;0,2
"desigualdade";0;0;0;0;0;0,22;0,11;0,62;0,2;0,11;0,41
"cibernético";0;0;0;0;0;0,11;0;0;0;0,04;0,41
"levantar";0;0;0;0;0;0,22;0;0,21;0;0,07;0,15
"urgente";0;0;0;0;0;0,22;0,34;0,1;0,07;0,22;0,1
"2019";0;0;0;0;0;0,32;0;0,41;0,47;0,35;0,36
"progresso";0;0;0;0;0;0,11;0,11;0;0,47;0,04;0,05
"tratado";0;0;0;0;0;0,22;0,34;0,1;0;0,17;0
"mau";0;0;0;0;0;0,11;0;0;0,14;0,15;0
"consequência";0;0;0;0;0;0,11;0,45;0,31;0,14;0,22;0,15
"segurança";0;0;0;0;0;0,11;0,11;0;0,27;0,2;0,51
"matemática";0;0;0;0;0;2,04;0,56;0,31;0,14;5,87;0
"ghemat";0;0;0;0;0;1,29;0;0;0;0;0
"matemático";0;0;0;0;0;0,11;0;0;0;0,22;0
"docência";0;0;0;0;0;0,22;0;0,1;0,34;0,07;0,1
"especialista";0;0;0;0;0;0,32;0,11;0,1;0;0,09;0,15
"execução";0;0;0;0;0;0,11;0;0;0;0,42;0,15
"geografia";0;0;0;0;0;0,11;0;0;0,27;0,37;0,05
"ramo";0;0;0;0;0;0,11;0,11;0;0;0,18;0
"curar";0;0;0;0;0;0,22;0;0;0,47;0,02;0,15
"significado";0;0;0;0;0;0,11;0,22;0,1;0,07;0,2;0,15
"et";0;0;0;0;0;0,11;0,34;0,1;0;0;0,91
"al";0;0;0;0;0;0,11;0,34;0;0;0;0,91
"1988";0;0;0;0;0;0,11;0,22;0,1;0,07;0,17;0
"moran";0;0;0;0;0;0,11;0;0;0;0,2;0,1
"mineração";0;0;0;0;0;0,32;0,22;0,1;0,14;0,04;0
"prever";0;0;0;0;0;0,11;0;0;0,2;0,09;0,05
"cumprir";0;0;0;0;0;0,11;0;0,41;0,14;0,13;0,2
"engajamento";0;0;0;0;0;0,11;0;0,1;0;0,22;0,46
"atualizar";0;0;0;0;0;0,11;0,22;0,1;0,07;0,04;0,3
"voz";0;0;0;0;0;0,11;0,11;1,23;0,14;0,09;0,05
"enfatizar";0;0;0;0;0;0,11;0,11;0,1;0,14;0,31;0,56
"enriquecer";0;0;0;0;0;0,11;0,34;0;0,07;0,09;0,66
"proteção";0;0;0;0;0;0,11;0;0;0,27;0,15;0,25
"ganhar";0;0;0;0;0;0,11;0,22;0,1;0,2;0,13;0,1
"associado";0;0;0;0;0;0,11;0,22;0,51;0,2;0,07;0,3
"impactar";0;0;0;0;0;0,11;0,11;0,31;0,27;0,28;0,25
"amazona";0;0;0;0;0;0;0,22;0,1;0,07;0,11;0
"campus";0;0;0;0;0;0;0,22;0,51;0,41;0;0,1
"questionário";0;0;0;0;0;0;0,22;0;0,27;0,57;0,36
"reconhecimento";0;0;0;0;0;0;0,56;0,21;0,2;0,09;0
"reforçar";0;0;0;0;0;0;0,34;0;0;0,17;0,15
"fundamento";0;0;0;0;0;0;0,22;0;0,07;0,06;0,2
"marketing";0;0;0;0;0;0;1,46;0;0,07;0,18;0
"science";0;0;0;0;0;0;0,11;0,62;0,07;0,06;0,05
"convidar";0;0;0;0;0;0;0,34;0,21;0;0,2;0
"2020";0;0;0;0;0;0;3,36;1,95;0,75;0,28;0,96
"visualizar";0;0;0;0;0;0;0,11;0;0;0,18;0,1
"tese";0;0;0;0;0;0;0,22;0,21;0,2;0,09;0,25
"doença";0;0;0;0;0;0;0,22;0;0,2;0,11;0,51
"covid";0;0;0;0;0;0;1,46;1,13;1,15;0,85;0,36
"19";0;0;0;0;0;0;1,46;1,13;1,15;0,87;0,41
"coronavírus";0;0;0;0;0;0;0,34;0;0,68;0,17;0
"saúde";0;0;0;0;0;0;2,36;0,51;0,81;0,48;2,03
"pandêmico";0;0;0;0;0;0;0,11;0,41;0,14;0,2;0,15
"pandemia";0;0;0;0;0;0;1,57;1,23;1,83;1,31;0,61
"adverso";0;0;0;0;0;0;0,11;0;0,27;0,02;0,2
"prevenção";0;0;0;0;0;0;0,34;0;0,2;0,11;0,41
"especializado";0;0;0;0;0;0;0,45;0,1;0,14;0;0,15
"jornada";0;0;0;0;0;0;0,34;0;0,07;0,2;0,1
"canal";0;0;0;0;0;0;0,22;0,21;0,47;0,04;0
"preocupação";0;0;0;0;0;0;0,11;0;0;0,09;0,2
"substituir";0;0;0;0;0;0;0,22;0;0,07;0,15;0,05
"criatividade";0;0;0;0;0;0;0,22;0,1;0;0,22;0,1
"2021";0;0;0;0;0;0;0,11;0,41;0,61;0,26;0,51
"curricular";0;0;0;0;0;0;0,22;0,31;0,2;0,33;0,46
"semiótica";0;0;0;0;0;0;0,22;0,1;0,07;0;0,3
"propagação";0;0;0;0;0;0;0,22;0,21;0,07;0,04;0,2
"isolamento";0;0;0;0;0;0;0,11;0,31;0,41;0,48;0,05
"familiar";0;0;0;0;0;0;0,11;0,21;0,41;0,24;0,05
"desafiador";0;0;0;0;0;0;0,22;0;0,07;0,15;0,1
"adaptar";0;0;0;0;0;0;0,11;0,21;0,14;0,13;0,51
"extensão";0;0;0;0;0;0;0,11;0,31;0,34;0,07;0,1
"discente";0;0;0;0;0;0;0,34;0,41;0,07;0,61;0,2
"discordar";0;0;0;0;0;0;0,22;0;0,41;0,09;0,1
"borges";0;0;0;0;0;0;0,11;0,1;0,07;0,37;0
"vídeo";0;0;0;0;0;0;0,34;0,21;0,27;0,09;0,2
"ressaltar";0;0;0;0;0;0;0,11;0,1;0,41;0,09;0,56
"temporal";0;0;0;0;0;0;0,22;0,1;0,34;0,02;0,1
"lhe";0;0;0;0;0;0;0,11;0;0;0,18;0
"notável";0;0;0;0;0;0;0,22;0;0;0,15;0,15
"erro";0;0;0;0;0;0;0,34;0;0,2;0,02;0,15
"cobertura";0;0;0;0;0;0;0,79;0;0,07;0,04;0
"indígena";0;0;0;0;0;0;0,11;0,1;0;0,18;0,51
"multimídia";0;0;0;0;0;0;0,11;0,1;0;0,17;0,3
"alves";0;0;0;0;0;0;0,11;0;0,07;0,52;0
"monitoramento";0;0;0;0;0;0;0,11;0,21;0,07;0,13;0,25
"recorrente";0;0;0;0;0;0;0,11;0,31;0,14;0,06;0,1
"infantil";0;0;0;0;0;0;0,11;0,41;0,27;0,48;0,15
"adulto";0;0;0;0;0;0;0,11;0,21;0,27;0,46;0,05
"desmistificar";0;0;0;0;0;0;0,11;0;0;0,17;0
"apoiar";0;0;0;0;0;0;0,11;0,1;0,07;0,13;0,2
"interacionismo";0;0;0;0;0;0;0,11;0;0;0,17;0
"comprometido";0;0;0;0;0;0;0,11;0;0;0,17;0,1
"vítima";0;0;0;0;0;0;0,11;0;0,2;0,07;0,1
"doméstico";0;0;0;0;0;0;0,11;0,1;0,41;0,04;0,1
"transição";0;0;0;0;0;0;0,22;0,31;0,14;0,04;0,15
"contextualizar";0;0;0;0;0;0;0,11;0,31;0,34;0,06;0,05
"vírus";0;0;0;0;0;0;0,11;0,1;0;0,17;0,05
"branco";0;0;0;0;0;0;0,22;0,41;0,14;0,17;0,15
"capitalista";0;0;0;0;0;0;0,22;0,31;0;0,06;0,2
"coletado";0;0;0;0;0;0;0,11;0,21;0,27;0,06;0,1
"imposto";0;0;0;0;0;0;0;0,21;0,07;0,2;0,1
"policial";0;0;0;0;0;0;0;0,31;0;0,06;0,25
"crime";0;0;0;0;0;0;0;0,1;0,07;0,17;0,56
"enfrentamento";0;0;0;0;0;0;0;0,21;0,61;0,04;0,05
"contemplação";0;0;0;0;0;0;0;0,1;0;0,17;0
"sistemático";0;0;0;0;0;0;0;0,1;0,34;0,02;0,46
"turismo";0;0;0;0;0;0;0;0,21;0,27;0,09;0
"emprego";0;0;0;0;0;0;0;0,31;0,2;0,18;0,05
"estilo";0;0;0;0;0;0;0;0,1;0,07;0,11;0,15
"afetar";0;0;0;0;0;0;0;0,1;0,14;0,09;0,1
"reforma";0;0;0;0;0;0;0;0,41;0;0,17;0
"trabalhista";0;0;0;0;0;0;0;0,1;0,2;0,11;0,15
"pedra";0;0;0;0;0;0;0;0,31;0;0,15;0
"ancoragem";0;0;0;0;0;0;0;0,1;0;0,29;0
"capítulo";0;0;0;0;0;0;0;0,21;0;0,74;0,05
"resolução";0;0;0;0;0;0;0;0,21;0,07;0,04;0,3
"videogame";0;0;0;0;0;0;0;0,1;0;0;0,46
"mãe";0;0;0;0;0;0;0;0,1;0;0,2;0
"francisco";0;0;0;0;0;0;0;0,21;0,07;0,61;0
"x0d";0;0;0;0;0;0;0;0,92;0;0,02;0,05
"tdic";0;0;0;0;0;0;0;0,31;0,07;0,26;0,25
"mental";0;0;0;0;0;0;0;0,41;0,14;0,07;0,2
"circunstância";0;0;0;0;0;0;0;0,1;0;0,17;0,05
"transtorno";0;0;0;0;0;0;0;0,21;0,07;0,5;0,05
"psicológico";0;0;0;0;0;0;0;0,1;0;0,09;0,25
"terror";0;0;0;0;0;0;0;0,1;0,07;0,15;0
"inovar";0;0;0;0;0;0;0;0,1;0;0,17;0,05
"equidade";0;0;0;0;0;0;0;0,1;0,07;0,06;0,36
"distanciamento";0;0;0;0;0;0;0;0,31;0,07;0,2;0,05
"falta";0;0;0;0;0;0;0;0,1;0,2;0,35;0,71
"instagram";0;0;0;0;0;0;0;0,1;0;0,2;0,05
"fortaleza";0;0;0;0;0;0;0;0,1;0;0,02;0,51
"desejado";0;0;0;0;0;0;0;0,1;0;0,17;0
"melhorar";0;0;0;0;0;0;0;0,41;0,27;0,29;0,76
"aliar";0;0;0;0;0;0;0;0,1;0,14;0,52;0,05
"transmitir";0;0;0;0;0;0;0;0,1;0;0,18;0,15
"casa";0;0;0;0;0;0;0;0,51;0,14;0,11;0,05
"charles";0;0;0;0;0;0;0;0,21;0;0,15;0
"adaptado";0;0;0;0;0;0;0;0,1;0;0,17;0,05
"luiz";0;0;0;0;0;0;0;0,1;0,07;0,15;0
"freitas";0;0;0;0;0;0;0;0,1;0;0,15;0,05
"batista";0;0;0;0;0;0;0;0,1;0;0,17;0
"pinheiro";0;0;0;0;0;0;0;0,1;0;0,17;0,05
"moldar";0;0;0;0;0;0;0;0;0,07;0,17;0
"emergencial";0;0;0;0;0;0;0;0;0,41;0,07;0,15
"erar";0;0;0;0;0;0;0;0;0,2;0,13;0,1
"qualificação";0;0;0;0;0;0;0;0;0,14;0,18;0
"licenciatura";0;0;0;0;0;0;0;0;0,14;0,26;0
"planejar";0;0;0;0;0;0;0;0;0,14;0,17;0,15
"paciente";0;0;0;0;0;0;0;0;0,34;0,04;0,81
"scielo";0;0;0;0;0;0;0;0;0,61;0,11;0,25
"bncc";0;0;0;0;0;0;0;0;0,27;0,15;0,05
"prova";0;0;0;0;0;0;0;0;0,14;0,22;0,1
"logo";0;0;0;0;0;0;0;0;0,2;0,18;0,1
"prazer";0;0;0;0;0;0;0;0;0,07;0,15;0,05
"ministério";0;0;0;0;0;0;0;0;0,27;0,17;0
"atendimento";0;0;0;0;0;0;0;0;0,2;0,15;0
"inclusivo";0;0;0;0;0;0;0;0;0,14;0,37;0,86
"herança";0;0;0;0;0;0;0;0;0,2;0,11;0,3
"síndroma";0;0;0;0;0;0;0;0;0,47;0,74;0,05
"tecnologias_educacionais";0;0;0;0;0;0;0;0;0,14;0,07;0,25
"transformador";0;0;0;0;0;0;0;0;0,07;0,15;0,05
"tecnologias_da_informação_e_comunicação";0;0;0;0;0;0;0;0;0,07;0,15;0,2
"instrucional";0;0;0;0;0;0;0;0;0,07;0;0,56
"doutor";0;0;0;0;0;0;0;0;0,34;0,09;0
"idoso";0;0;0;0;0;0;0;0;0,34;0,2;0,2
"dificultar";0;0;0;0;0;0;0;0;0,07;0,17;0
"letrado";0;0;0;0;0;0;0;0;0,07;0,15;0,05
"inteligência_artificial";0;0;0;0;0;0;0;0;0,34;0;0,25
"ausência";0;0;0;0;0;0;0;0;0,07;0,06;0,3
"rua";0;0;0;0;0;0;0;0;0,14;0,07;0,2
"formulário";0;0;0;0;0;0;0;0;0,07;0,17;0,05
"mec";0;0;0;0;0;0;0;0;0,07;0,15;0,05
"tributário";0;0;0;0;0;0;0;0;0,07;0,17;0,1
"fechado";0;0;0;0;0;0;0;0;0,07;0,18;0,05
"trindade";0;0;0;0;0;0;0;0;0,07;0,63;0
"eja";0;0;0;0;0;0;0;0;0,2;0,88;0,1
"sonho";0;0;0;0;0;0;0;0;0,81;0,15;0,05
"funcionar";0;0;0;0;0;0;0;0;0,07;0,22;0,2
"climático";0;0;0;0;0;0;0;0;0,47;0,04;0,05
"supervisionar";0;0;0;0;0;0;0;0;0,07;0,18;0
"amigo";0;0;0;0;0;0;0;0;0,14;0,15;0
"coordenador";0;0;0;0;0;0;0;0;0,07;0,15;0,05
"2022";0;0;0;0;0;0;0;0;0,07;0,15;0,3
"mediante";0;0;0;0;0;0;0;0;0;0,2;0,05
"mente";0;0;0;0;0;0;0;0;0;0,31;0,05
"máximo";0;0;0;0;0;0;0;0;0;0,18;0
"insights";0;0;0;0;0;0;0;0;0;0,2;0,05
"valioso";0;0;0;0;0;0;0;0;0;0,2;0,1
"espectro";0;0;0;0;0;0;0;0;0;0,63;0,2
"autista";0;0;0;0;0;0;0;0;0;0,59;0,36
"tea";0;0;0;0;0;0;0;0;0;0,59;0
"mundica";0;0;0;0;0;0;0;0;0;0,29;0
"pimentel";0;0;0;0;0;0;0;0;0;0,29;0
"luzilândia";0;0;0;0;0;0;0;0;0;0,29;0
"pi";0;0;0;0;0;0;0;0;0;0,29;0,05
"anna";0;0;0;0;0;0;0;0;0;0,59;0,05
"karla";0;0;0;0;0;0;0;0;0;0,59;0
"barro";0;0;0;0;0;0;0;0;0;0,59;0,25
"previamente";0;0;0;0;0;0;0;0;0;0,15;0,1
"cleonice";0;0;0;0;0;0;0;0;0;0,88;0
"moreira";0;0;0;0;0;0;0;0;0;1,05;0
"lino";0;0;0;0;0;0;0;0;0;0,88;0
"tidc";0;0;0;0;0;0;0;0;0;0,15;0,1
"teixeira";0;0;0;0;0;0;0;0;0;0,31;0
"nativo";0;0;0;0;0;0;0;0;0;0,83;0,2
"andreia";0;0;0;0;0;0;0;0;0;0,31;0
"lustosa";0;0;0;0;0;0;0;0;0;0,44;0
"1995";0;0;0;0;0;0;0;0;0;0,18;0,05
"desmotivação";0;0;0;0;0;0;0;0;0;0,17;0,05
"objetivação";0;0;0;0;0;0;0;0;0;0,29;0
"fundamentado";0;0;0;0;0;0;0;0;0;0,17;0,05
"equitativo";0;0;0;0;0;0;0;0;0;0,17;0,3
"rock";0;0;0;0;0;0;0;0;0;0,59;0
"atrativo";0;0;0;0;0;0;0;0;0;0,2;0,05
"celular";0;0;0;0;0;0;0;0;0;0,77;0
"vilão";0;0;0;0;0;0;0;0;0;0,29;0
"moço";0;0;0;0;0;0;0;0;0;0,29;0
"edson";0;0;0;0;0;0;0;0;0;0,29;0
"cavalcante";0;0;0;0;0;0;0;0;0;0,29;0
"aproveitar";0;0;0;0;0;0;0;0;0;0,2;0
"ribeiro";0;0;0;0;0;0;0;0;0;0,2;0,05
"envolvente";0;0;0;0;0;0;0;0;0;0,13;0,3
"combinar";0;0;0;0;0;0;0;0;0;0,07;0,46
"farmacêutico";0;0;0;0;0;0;0;0;0;0,17;0,15
"treinamento";0;0;0;0;0;0;0;0;0;0,13;0,15
"influenciador";0;0;0;0;0;0;0;0;0;0,15;0,2
"estratégico";0;0;0;0;0;0;0;0;0;0,13;0,2
